160306393
261183817,1,3,-5.300178,-1.3962964,5.4810023
261183827,1,3,-5.445077,-0.97597045,4.916975
261183836,1,3,-5.3923864,-0.47660887,4.594845
261183846,1,3,-5.4881873,-0.671803,4.4032435
261183856,1,3,-5.1792297,-1.3603711,4.719386
261183866,1,3,-5.1612673,-2.1674926,4.926555
261183876,1,3,-5.2319202,-2.994972,5.261858
261183886,1,3,-5.4175344,-3.9457946,5.4043617
261183896,1,3,-5.5528526,-4.4762917,5.151687
261183906,1,3,-5.3780165,-4.768484,4.3445654
261183916,1,3,-4.757706,-5.239105,4.191284
261183925,1,3,-4.721781,-5.811515,4.197272
261183935,1,3,-5.0091834,-6.070177,4.0739284
261183945,1,3,-5.2498827,-6.3527894,4.140989
261183955,1,3,-5.2846107,-6.7611403,4.1852965
261183965,1,3,-5.485792,-7.247329,3.9278321
261183975,1,3,-5.384004,-7.1275783,3.1063404
261183985,1,3,-5.518125,-7.1024303,3.0776
261183995,1,3,-5.363646,-7.4341407,2.4297473
261184004,1,3,-5.581593,-7.7622585,2.4908204
261184014,1,3,-5.548063,-8.58854,1.9136206
261184024,1,3,-5.300178,-9.55014,1.9112256
261184034,1,3,-5.5851855,-10.297386,1.6968713
261184044,1,3,-5.8510327,-10.374027,1.5998731
261184054,1,3,-5.7025414,-9.918973,0.91130495
261184064,1,3,-5.3217335,-9.178912,0.26704466
261184074,1,3,-4.8307543,-8.399334,-0.39517823
261184084,1,3,-4.7469287,-8.053253,-1.1639795
261184093,1,3,-5.0642686,-7.835306,-0.69096315
261184103,1,3,-5.1373167,-7.6173596,-0.6382727
261184113,1,3,-5.454657,-7.841294,-0.6969507
261184123,1,3,-5.4881873,-8.913065,-0.76640624
261184133,1,3,-5.6390734,-9.692644,-1.096919
261184145,1,3,-6.0737696,-10.121352,-0.9568103
261184155,1,3,-6.4030848,-9.78126,-1.0885364
261184165,1,3,-6.277346,-9.034014,-1.6801062
261184175,1,3,-5.6462584,-8.393346,-1.9782861
261184185,1,3,-5.469027,-7.580237,-2.3028114
261184195,1,3,-5.5696177,-6.9455566,-2.4177723
261184205,1,3,-5.5540504,-7.1599107,-3.234474
261184215,1,3,-5.8965383,-7.931107,-3.866759
261184224,1,3,-6.326444,-8.345446,-3.749403
261184234,1,3,-6.314469,-8.412506,-3.5901344
261184244,1,3,-6.3108764,-8.654403,-3.6332445
261184254,1,3,-6.6246243,-8.646021,-3.5170863
261184264,1,3,-6.5228357,-8.380174,-4.188889
261184274,1,3,-6.4821205,-7.3359447,-4.0499783
261184284,1,3,-6.0809546,-7.1024303,-4.079916
261184294,1,3,-6.11688,-7.5287437,-4.538562
261184304,1,3,-6.3228517,-7.635322,-5.0642686
261184313,1,3,-6.3683567,-7.7442956,-6.2809386
261184323,1,3,-6.461763,-7.122788,-7.2628965
261184333,1,3,-6.255791,-6.573131,-7.013815
261184343,1,3,-6.051017,-6.5060706,-6.7779055
261184353,1,3,-6.114485,-6.2426186,-6.1228676
261184363,1,3,-6.1444225,-5.7300844,-4.311035
261184373,1,3,-7.545509,-7.1587133,-1.7818946
261184383,1,3,-7.296427,-8.454419,-1.9651135
261184393,1,3,-6.3180614,-7.252119,-3.2847693
261184402,1,3,-6.0737696,-6.2617784,-4.3062453
261184412,1,3,-6.397097,-6.312074,-4.5613146
261184422,1,3,-6.678512,-7.277267,-5.597161
261184432,1,3,-6.643784,-7.740703,-6.2031007
261184442,1,3,-6.4569726,-7.232959,-7.4030056
261184452,1,3,-6.1671753,-7.322772,-8.034093
261184462,1,3,-5.6785913,-8.236472,-7.228169
261184472,1,3,-5.1756372,-8.649613,-5.630691
261184482,1,3,-4.7888417,-8.320298,-4.813989
261184491,1,3,-4.7277684,-8.152646,-4.3864784
261184501,1,3,-4.5062294,-7.9442797,-4.62119
261184511,1,3,-4.813989,-7.635322,-4.484674
261184521,1,3,-4.728966,-6.673722,-4.6008325
261184531,1,3,-4.7457314,-6.1348424,-4.5780797
261184541,1,3,-4.8810496,-5.7193065,-4.6882505
261184551,1,3,-5.0630713,-5.429509,-4.5529323
261184561,1,3,-5.422324,-5.5169277,-4.1026683
261184571,1,3,-5.4163365,-5.7288866,-3.9948926
261184580,1,3,-5.1600695,-5.9612036,-3.861969
261184590,1,3,-4.949308,-6.6749196,-4.1397915
261184600,1,3,-4.9696655,-7.629335,-4.388873
261184610,1,3,-5.276228,-8.316706,-5.134922
261184620,1,3,-5.6714063,-8.187374,-5.5708156
261184630,1,3,-5.6797886,-7.232959,-5.6881714
261184640,1,3,-5.252278,-6.697672,-5.703739
261184650,1,3,-5.182822,-6.666537,-5.182822
261184660,1,3,-5.2247353,-7.0150123,-4.89063
261184669,1,3,-4.9672704,-7.1826634,-5.132527
261184679,1,3,-4.712201,-6.612649,-4.9481106
261184689,1,3,-4.291875,-6.556366,-4.5074267
261184699,1,3,-4.113446,-7.1611085,-3.8715491
261184709,1,3,-4.1565566,-7.848479,-3.9913
261184719,1,3,-4.221222,-8.155042,-4.0272255
261184729,1,3,-4.085903,-8.228089,-4.054768
261184739,1,3,-4.1445813,-7.904762,-4.120631
261184749,1,3,-4.29906,-7.2832546,-4.01525
261184758,1,3,-4.296665,-6.6114516,-4.076323
261184768,1,3,-4.230802,-6.483318,-3.988905
261184778,1,3,-4.453539,-6.561156,-4.2080493
261184788,1,3,-4.6415477,-6.9036436,-3.7781434
261184798,1,3,-4.7912364,-7.6101747,-3.9781275
261184808,1,3,-4.92416,-7.770641,-4.021238
261184818,1,3,-5.2355127,-7.848479,-4.267925
261184828,1,3,-5.5312977,-7.956255,-4.2415795
261184838,1,3,-5.4486694,-7.938292,-4.179309
261184848,1,3,-5.1217494,-7.723938,-4.5888577
261184857,1,3,-5.0355287,-7.8987746,-4.60682
261184867,1,3,-5.0487013,-7.692803,-4.216432
261184877,1,3,-4.907395,-7.9131446,-4.1242237
261184887,1,3,-4.9529004,-8.121511,-3.732638
261184897,1,3,-5.205575,-8.055648,-3.0440698
261184907,1,3,-5.1217494,-7.852072,-2.499203
261184917,1,3,-4.9936156,-8.110734,-2.2884412
261184927,1,3,-5.219945,-8.308323,-2.6596692
261184937,1,3,-5.3384986,-8.049661,-1.9974463
261184946,1,3,-5.5875807,-8.346643,-2.1243823
261184956,1,3,-5.4738173,-8.695118,-1.8860779
261184966,1,3,-5.698949,-8.5011215,-1.7375866
261184976,1,3,-5.8725877,-8.416099,-1.9423609
