mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
-5.221749313666667,1.4433901062549241,-5.18581605,5.41692683264999,-6.7938321406333335,3.3667353049079054,-7.010222150000001,7.579794109761258,-1.8134768602833333,4.532807032429906,-2.17288145,4.875094882910994,hand_wash
-5.111318945,1.4303306033270096,-5.1133665,5.3070337766854605,-6.368217201266667,3.1339024173185255,-6.15759525,7.095265806807098,-2.486680918263333,5.075710498138471,-3.41948915,5.64451441017132,hand_wash
-5.074886714333333,1.3355110992360812,-5.06726265,5.247105846068459,-6.783278066866667,2.7316021691710057,-6.8485584,7.310926040866419,-2.77710897025,4.702920322216672,-3.4111065,5.454912366351194,hand_wash
-4.978060068333333,1.234672094019693,-4.8822471499999995,5.128393105033324,-6.0861796989,2.785456975217527,-5.88396405,6.691374396904907,-3.373329135566667,5.152988269408883,-4.8361433,6.15175800899057,hand_wash
-5.183911999333334,1.2553931853740563,-5.13132935,5.333263756201837,-6.259690890466667,2.8011963448491715,-6.2563897,6.855966404287077,-1.8011065889,5.190885863649961,-1.8555414,5.486297780883012,hand_wash
-5.034566567066666,1.2341476749050868,-4.9457155,5.183136495735071,-6.4438758958,2.7190377450518883,-6.63659905,6.99228567293693,-2.6258355575666665,4.946526482695137,-3.00994075,5.5929934923294065,hand_wash
-5.069657597066667,1.235148678705935,-5.0103808,5.217464432315416,-6.307064405766667,2.9212963007612593,-6.385122300000001,6.948711169831481,-2.838557188873333,5.144111087072929,-3.3212933500000004,5.867800229023703,hand_wash
-5.029477157066666,1.3585365833630763,-4.9924180499999995,5.209137169400524,-6.1959354874,2.8817106366979663,-6.3408143,6.831265761460464,-3.2798115949733333,5.131059780477929,-4.77746535,6.082530667503749,hand_wash
-5.003930279,1.389547977467751,-5.0205595,5.192660750858413,-5.699523765933334,2.88205383082288,-5.26784535,6.384600065359395,-3.9628951254233336,5.3339094651631935,-5.4732185,6.637792754903772,hand_wash
-5.233696477333333,1.523953264775479,-5.24988265,5.450345945432618,-5.76484792899,2.926675766772499,-5.47261975,6.462998626905391,-2.0658560365966667,5.6666879909488435,-2.5393195000000004,6.022630331348934,hand_wash
-4.978914302333333,1.3385729148186414,-4.95828935,5.1551326352259075,-6.461547140256667,2.772245451358697,-6.8048492,7.029318492727169,-3.181787453406667,4.861922857403488,-4.0020777,5.803729056140896,hand_wash
-4.889172920666667,1.364250027410096,-4.6666956,5.075331127950607,-6.31224562679,2.9768731456810547,-6.12646005,6.976867444108058,-3.666902642376667,4.894088601257662,-4.7678853,6.108881884723747,hand_wash
