mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
-5.18509154175,1.423351949186596,-5.1534832999999995,5.376433784643176,-6.459541302625,3.3658885835740646,-6.29530885,7.281933588165984,-2.1885538829375,4.949006459764509,-2.6842182,5.405663823709783,hand_wash
-5.151249911,1.3772610589396659,-5.14749565,5.331742824817035,-6.55354580395,2.99583666248244,-6.4881079,7.20427389259139,-2.1310195175475,4.9753649487144305,-2.60638,5.406811899459078,hand_wash
-4.95316982825,1.2813551819074571,-4.888833699999999,5.115824251470307,-6.510543224175,2.686616361810343,-6.47673155,7.041806286792415,-3.5183735127875,4.651967321536727,-4.4900628000000005,5.8280056740044985,hand_wash
-5.156713556,1.2821504606430536,-5.12414435,5.313331791621152,-6.058935365,2.915537233748162,-5.9156982,6.722336217805246,-2.1792761794,5.4124743716044765,-2.459685,5.828454880353569,hand_wash
-5.09368562755,1.2291654554518103,-5.0259485,5.239532791184086,-6.61028982485,2.671219915616689,-6.81802185,7.128359479326832,-2.235385497025,4.8848845223577255,-2.34652045,5.366506300665996,hand_wash
-4.9492479903,1.2031552542505393,-4.8517108,5.093036351618226,-6.15338297835,2.8051374659739463,-6.1138862,6.761157170984174,-3.564459676755,4.9828312050913315,-4.77746535,6.121430232274008,hand_wash
-5.19527637255,1.3679535959545694,-5.14989085,5.371919152896813,-6.141252206375,2.985948882322094,-6.23064325,6.827047653512224,-2.109138023955,5.381413537103968,-2.44830875,5.773705554691487,hand_wash
-4.9586993373,1.3260536690510873,-4.98882555,5.132516089123374,-6.19016448145,2.7989444040479836,-6.47313905,6.792101358189106,-3.8567268994175,4.945382848130378,-4.9918192999999995,6.2665789600456,hand_wash
-5.098595423,1.4420707872575167,-5.03492975,5.29811707331099,-5.6441120032425,2.92186729616732,-5.157075799999999,6.3538937298570834,-3.1444750360275,5.604067602891343,-4.71699115,6.419874065410632,hand_wash
-5.1272189015,1.445495903002089,-5.0451084999999996,5.326594448940214,-6.2571142572425,2.8849535334570735,-6.44200375,6.8886593997793435,-2.366560722355,5.219417164833245,-3.01053955,5.724929641864425,hand_wash
-4.85347116,1.3262138661396636,-4.8199768,5.030966945990205,-6.2773970859925,2.873226554500279,-6.290519,6.9022102569850015,-4.14704518497,4.729576540475971,-5.07504635,6.285774079838773,hand_wash
-5.00070498525,1.4029184046443042,-4.88524115,5.1932947104385185,-6.1588855363425,3.032800336238394,-6.06239315,6.863436037041348,-2.7220265202575,5.348174517187051,-3.9763311,5.995072277846897,hand_wash
-4.7284241937500004,1.2833704018873775,-4.5864625,4.899073110855747,-6.59286306205,2.854830080301736,-6.73239995,7.18300236707259,-3.6473333361474998,4.767413027362505,-4.4888651500000005,5.997870194577815,hand_wash
-4.72475981,1.2836507802056176,-4.63017155,4.895609787289008,-6.14210542216,2.9405654217178845,-6.2096867499999995,6.80813973885904,-3.9143959652649998,5.042618420293803,-5.35346725,6.378630441108621,hand_wash
-4.8339846695,1.3234114367758796,-4.843328250000001,5.01143163890048,-6.093366769385,2.8070620414554055,-6.14741635,6.7073852504208915,-2.522027412365,5.477099909231633,-3.4739759,6.0236408529963335,hand_wash
-4.60104507475,1.1573541162516043,-4.58825865,4.744021043261692,-6.321222944285,2.742088615180583,-6.422245,6.888984820706483,-3.802216250265,4.914034102406768,-4.726571,6.208398363949988,hand_wash
-4.79473029775,1.266752174518342,-4.74453355,4.958839385090995,-5.928299044585,2.8831229629721795,-5.5947655,6.590625659722744,-2.977679880165,5.525717140455747,-3.98052255,6.2708686408084695,hand_wash
-5.3326696485,1.557399531825634,-5.07325005,5.554889301193093,-5.500530587225,3.0828908308288203,-5.09121275,6.303672903642701,-0.84562152519,5.764834828034834,1.1939172999999998,5.819391124241587,hand_wash
-6.356711990186916,1.4202144168718078,-6.227050800000001,6.513070219047986,-6.127265762351636,3.076602888118312,-6.57792115,6.854688573066748,-2.393589784131542,4.109821816945032,-3.25962165,4.751888395197366,hand_wash
-6.026602193691589,1.1558558247679942,-5.8462426999999995,6.1361889790856115,-6.09453290621028,2.6304165638702703,-6.089337,6.636735382942128,-2.806632732552103,4.392995520039586,-3.7973035,5.2086953445535045,hand_wash
-6.094337036448598,1.3840234500473736,-5.997129,6.249159088066538,-5.8732034406728975,3.0372980427233824,-5.552852850000001,6.610457162586098,-2.429240889043925,4.8243271688142855,-3.3033308000000003,5.396384448332271,hand_wash
-6.2311776992990655,1.460146098259163,-6.1863353,6.399579734472934,-5.566789234224299,3.130747940378865,-5.304369449999999,6.384968609976261,-1.4067354256607476,5.096899878886618,-1.0717712000000001,5.281722802656531,hand_wash
-6.001801423364486,1.3770903728077106,-5.780379699999999,6.1573994048547505,-5.729233663771028,2.9714281253383548,-5.43729315,6.452354149741804,-2.5064746732885514,5.060623482291878,-2.5584796499999998,5.6420288087685435,hand_wash
-6.032318334345795,1.5303848103343929,-5.99533275,6.22297919091035,-5.921937606425233,3.2931289425397736,-5.9318645,6.774120250379735,-1.6729659075338785,4.996687095929468,-1.4843133,5.263778398270851,hand_wash
-5.9947702521028035,1.6594101134805264,-5.866600200000001,6.219684763507182,-5.888155516682243,3.3635629773042037,-5.99653015,6.779195951519566,-1.67464466785514,5.100360517920751,-1.85853515,5.36258636818254,hand_wash
-5.896286275700935,1.7214876119884919,-5.7624172,6.141887928970881,-6.055370398574766,3.5114974096811653,-6.03724555,6.997807862195324,-2.3074614221378504,5.106380365806027,-3.23148015,5.59808676927617,hand_wash
-5.99389450864486,1.8576552046311199,-5.9097106,6.274519219002934,-5.9401996171728975,3.8775022300115087,-5.7217016,7.091252814272215,-1.4760119314836448,5.238152237134531,-2.45549375,5.436243376318002,hand_wash
-6.41208282406542,1.8940302782043288,-6.38991225,6.685340318706878,-5.132269437453271,3.9659565456241084,-4.7361509999999996,6.483228465913614,-0.38919067901401866,5.378624444126577,0.673000475,5.3864160413111835,hand_wash
-5.354717225728155,1.4552902180366918,-5.36184975,5.548488598346717,-6.21244813196602,3.563788877532425,-6.29590775,7.159907560744783,-2.3183236819919903,5.133924337424091,-3.26321415,5.627417708078445,hand_wash
-5.237506602669903,1.4526552737318137,-5.19838965,5.434754906601172,-6.105061734526699,3.4710120636547708,-6.05341175,7.020716558345575,-2.199732421826942,5.323814062888378,-2.9907806,5.754391820497222,hand_wash
-5.035092580825243,1.4504473854689157,-4.9990043,5.239355743848372,-6.476783894648058,3.132436509468043,-6.3964982,7.192848683599971,-3.4599196120599514,4.814126542806648,-4.1242237500000005,5.923732447996447,hand_wash
-5.156427651456311,1.3993229807491958,-5.137915700000001,5.342480533197276,-6.03303386967233,3.530930750570851,-5.68996765,6.9881835110174055,-2.051499889529126,5.4934154638850865,-2.8416906500000003,5.857731525170896,hand_wash
