208347360,-6.180348,-1.7627344,9.050778
208347370,-6.5216384,-1.834585,8.9585705
208347380,-6.8772984,-1.5819104,8.9022875
208347390,-7.101233,-1.5747254,8.693921
208347399,-7.4054003,-1.5004797,8.509504
208347409,-7.692803,-1.595083,8.235274
208347419,-7.921527,-2.0285816,8.244855
208347429,-7.9933777,-3.1111305,8.57417
208347439,-8.196955,-3.9625597,9.190887
208347449,-8.59812,-4.317023,9.413624
208347459,-8.851993,-4.0344105,9.540561
208347468,-8.760982,-3.7517982,9.392069
208347478,-8.434061,-3.378175,8.960965
208347488,-8.022118,-2.6716442,8.296348
208347498,-7.5981994,-2.0944445,7.5023985
208347508,-7.026987,-1.7244141,6.7922754
208347518,-6.6821046,-1.7375866,6.483318
208347528,-6.646179,-1.9339783,6.312074
208347537,-6.773115,-2.078877,6.2809386
208347547,-6.876101,-2.0118165,6.389912
208347557,-6.7324,-2.0728893,6.4246397
208347567,-6.4881077,-2.222578,6.502478
208347577,-6.4749355,-2.1890478,6.4964905
208347587,-6.539601,-2.083667,6.4330225
208347597,-6.589896,-1.9100281,6.516848
208347606,-6.7359924,-1.8477576,6.540798
208347616,-6.8725085,-1.5783179,6.3959
208347626,-6.749165,-1.299298,6.0893373
208347636,-6.326444,-0.8478369,5.8198977
208347646,-6.1180773,-0.68976563,5.3049684
208347656,-5.5696177,-0.93884766,5.102589
208347666,-5.154082,-1.0023156,5.1504893
208347675,-4.91937,-1.165177,5.346881
208347685,-4.773274,-1.1939173,5.6570363
208347695,-4.605623,-1.477727,6.043832
208347705,-4.524192,-1.6621436,6.3036914
208347715,-4.439169,-1.8297949,6.582711
208347725,-4.191284,-1.9351758,6.8042507
208347735,-4.204457,-2.1243823,6.9263964
208347744,-4.4080334,-2.1710851,7.0066295
208347754,-4.63077,-2.0633094,7.301217
208347764,-4.907395,-1.9519409,7.09285
208347774,-4.9792457,-1.9483484,7.296427
208347784,-5.173242,-1.8309925,7.260502
208347794,-5.3504734,-1.6310083,7.260502
208347804,-5.0942063,-1.5459851,7.3634877
208347813,-5.0894165,-1.4813195,7.39582
208347823,-5.0259485,-1.3831238,7.379055
208347833,-4.829557,-1.289718,7.531139
208347843,-4.797224,-1.419049,7.813751
208347853,-4.939728,-1.6310083,8.034093
208347863,-5.0019984,-1.6860938,8.065228
208347873,-4.9744554,-1.8309925,8.090376
208347882,-4.9277525,-1.5878979,8.035291
208347892,-4.9481106,-1.5160474,7.94907
208347902,-4.90021,-1.4346167,7.899972
208347912,-4.867877,-1.2609777,7.7814183
208347922,-4.6978307,-1.2633728,7.773036
208347932,-4.567302,-1.3495935,7.9622426
208347942,-4.6187954,-1.7088464,8.143066
208347951,-4.8235693,-1.9639161,8.411308
208347961,-5.146897,-2.650089,8.701106
208347971,-5.54926,-3.473976,9.164542
208347981,-5.948031,-4.2715173,9.388476
208347991,-6.2725563,-4.750521,9.326206
208348001,-6.4078746,-4.6427455,8.937016
208348011,-6.1132874,-4.2787023,8.375383
208348021,-5.9145007,-3.718268,7.67484
208348030,-5.7516394,-3.2835717,6.791078
208348040,-5.518125,-2.863246,6.0174866
208348050,-5.0822315,-2.398612,5.215155
208348060,-4.700226,-2.1650977,4.6822634
208348070,-4.475094,-2.6177564,4.340973
208348080,-4.567302,-3.2213013,4.008065
208348090,-4.599635,-3.5697765,4.0571632
208348099,-4.528982,-3.6967127,3.6536024
208348109,-4.446354,-3.5386415,3.3889527
208348119,-4.33259,-3.453618,2.882406
208348129,-4.061953,-3.0476623,2.562671
208348139,-4.0392003,-2.4417224,2.1004322
208348149,-3.854784,-1.9136206,1.6178356
208348159,-3.6559973,-1.4549744,1.0274634
208348168,-3.6092944,-1.0490185,0.57959473
208348178,-3.666775,-0.8454419,0.062270507
208348188,-3.873944,-0.95321774,-0.60833496
208348198,-4.1314087,-0.8957373,-0.92687255
208348208,-4.460724,-1.0753638,-1.4669495
208348218,-5.0642686,-1.3328284,-1.6310083
