261120835,-6.043832,1.0370435,4.806804
261120845,-6.2258534,0.8705896,4.89542
261120855,-6.2078905,0.69216067,5.163662
261120865,-6.411467,0.64066774,5.6785913
261120874,-6.7503624,0.6167175,5.8965383
261120884,-6.894064,0.83346677,6.192323
261120894,-7.1706886,0.68976563,6.5060706
261120904,-7.0904555,0.5664221,6.547983
261120914,-7.242539,0.31015503,6.525231
261120924,-7.1730833,0.26345214,6.5503783
261120934,-6.844966,0.18681152,6.533613
261120944,-6.6773143,0.5891748,6.791078
261120954,-6.6401916,0.9460327,6.7826953
261120964,-6.6773143,1.0298584,7.0641103
261120973,-6.7383876,0.70174074,7.1072206
261120983,-6.828201,0.4179309,7.198231
261120993,-6.810238,0.4035608,7.291637
261121003,-6.939569,0.53049684,7.085665
261121013,-7.010222,0.60833496,6.884484
261121023,-6.9994445,0.94842774,6.197113
261121033,-6.9443593,0.5029541,5.8187
261121043,-6.4066772,0.17124389,6.029462
261121053,-6.143225,0.33171022,6.218668
261121062,-5.962401,0.5412744,6.5695386
261121072,-5.621111,0.3065625,7.1850586
261121082,-5.4259167,-0.14968872,7.4030056
261121092,-5.1037865,-0.24189697,7.543114
261121102,-4.9205675,0.0119750975,7.1611085
261121112,-4.6738806,-0.15687378,6.873706
261121122,-4.493057,-0.05149292,6.6186366
261121132,-4.670288,-1.1100916,6.6306114
261121142,-4.687053,-1.4166541,6.891669
261121151,-4.8570995,-1.2705579,6.9443593
261121161,-4.543352,-0.76161623,6.667734
261121171,-4.4715014,-0.1592688,5.835465
261121181,-4.3864784,-0.41912842,5.285808
261121191,-3.9469922,-1.3004956,5.039121
261121201,-4.242777,-1.6896863,4.5445495
261121211,-4.142186,-2.3531067,5.0582814
261121221,-3.8392162,-2.9841943,5.6163206
261121231,-4.3206153,-3.9074743,6.916816
261121240,-4.2511597,-3.810476,7.010222
261121250,-4.094286,-3.1494508,6.180348
261121260,-3.9194496,-2.222578,4.198469
261121270,-3.1183155,-1.8226099,2.5195606
261121280,-2.9638367,-1.8022522,1.5507752
261121290,-3.6260595,-2.3459215,1.6346009
261121300,-3.5446289,-3.9050794,1.6992663
261121310,-3.8883142,-6.036647,2.7231371
261121320,-4.287085,-7.6796303,3.441643
261121330,-4.60682,-8.623268,3.4596057
261121339,-4.58287,-9.001681,2.5878186
261121349,-3.8679566,-9.038804,1.3388159
261121359,-3.5170863,-9.489067,1.5663428
261121369,-3.4763708,-9.887838,2.3447242
261121379,-4.042793,-11.496094,3.0320947
261121389,-4.4319835,-12.972623,3.3841627
261121399,-4.9217653,-12.206217,2.494413
261121409,-4.6810656,-10.481803,1.353186
261121419,-3.7242553,-10.571616,0.66821045
261121428,-4.2583447,-11.496094,0.305365
261121438,-4.782854,-12.0816765,0.18202148
261121448,-5.322931,-11.215877,-0.791554
261121458,-5.0558863,-10.050699,-1.2430152
261121468,-4.9996033,-10.299782,-2.010619
261121478,-5.8474402,-10.529703,-2.6177564
261121488,-6.1456203,-10.275831,-2.0824695
261121498,-6.084547,-10.380014,-2.6069787
261121508,-6.373147,-9.647139,-3.1698084
261121517,-6.2989016,-9.193282,-3.5458264
261121532,-6.065387,-8.93462,-3.8679566
261121542,-6.082152,-8.528665,-4.096681
261121552,-5.7707996,-7.9861927,-4.460724
261121562,-5.9001307,-8.028106,-5.0894165
261121572,-6.14083,-9.170529,-3.7074902
261121582,-8.715476,-9.946516,-2.6081762
261121591,-7.9370947,-9.1621475,-1.84177
261121601,-6.4641576,-8.776549,-2.3686743
261121611,-6.7755103,-8.763376,-3.2105236
261121621,-7.547904,-9.395661,-4.707411
261121631,-7.274872,-9.399254,-6.3204565
261121641,-6.7036595,-8.576565,-6.7276096
261121651,-6.276149,-8.010143,-7.7742333
261121661,-6.5216384,-7.4832387,-6.927594
261121671,-6.524033,-8.04487,-5.901328
261121680,-6.589896,-7.8089614,-4.7469287
261121690,-6.421047,-7.6808276,-2.877616
261121700,-5.7779846,-7.749086,-2.738705
261121710,-4.5529323,-7.2557116,-3.5386415
261121720,-4.309838,-6.9766917,-3.8931043
261121730,-4.3146276,-7.316785,-3.766168
261121740,-4.267925,-7.547904,-4.269122
261121750,-4.2715173,-6.894064,-4.7601013
261121759,-4.445156,-5.8905506,-3.263214
261121769,-4.60203,-5.779182,-1.9435583
261121779,-4.5469446,-5.344486,-0.8083191
261121789,-4.655918,-5.5097423,0.24429199
261121799,-4.9217653,-5.367239,0.49576905
261121809,-5.20797,-5.7073317,0.41074586
261121819,-5.3540664,-6.873706,0.2838098
261121829,-5.8654027,-7.667655,-0.6861731
261121839,-6.1204724,-7.4401283,-1.0837463
261121849,-6.221063,-7.1539235,-1.968706
261121858,-6.342012,-7.508386,-3.0895753
261121868,-6.9826794,-8.646021,-4.7529163
261121878,-7.515571,-7.611372,-6.5994763
261121888,-7.8544664,-7.6784325,-8.855585
261121898,-7.8053684,-8.177794,-9.599238
261121908,-7.8161464,-7.5419164,-9.684261
261121918,-7.8592567,-7.3443274,-10.424322
261121928,-7.95865,-8.301138,-11.464958
261121938,-7.515571,-9.335786,-10.223141
261121947,-9.371712,-12.063713,-8.505912
261121957,-8.947793,-9.254355,-8.63644
261121967,-7.946675,-7.2652917,-9.444759
261121977,-6.4881077,-6.4018874,-9.233997
261121987,-6.13604,-6.791078,-7.867639
261121997,-6.7503624,-8.244855,-5.21276
261122007,-7.122788,-7.8424916,-4.9529004
261122017,-6.285729,-7.486831,-1.4908997
261122027,-3.615282,-7.0820727,2.2405407
261122036,-3.4811609,-7.5287437,4.9552956
261122046,-1.8357825,-6.091732,7.420968
261122056,-0.38559815,-4.8738647,8.220904
261122066,-0.123343505,-4.756509,7.3263645
261122076,-1.1759546,-5.17444,5.572013
261122086,-2.2249732,-5.518125,5.7133193
261122096,-3.3087194,-7.4006104,4.0679407
261122106,-3.869154,-10.419533,3.3482373
261122116,-4.5469446,-10.853031,4.093088
261122125,-4.493057,-9.7321615,2.6800268
261122135,-4.89063,-8.998089,0.68497556
261122145,-7.388635,-8.683144,-0.31374756
261122155,-8.156239,-8.63644,-0.95321774
261122165,-7.3515124,-8.004155,-4.1314087
261122175,-8.517887,-7.4832387,-7.7610607
261122185,-9.801618,-8.345446,-9.469907
261122195,-8.835227,-9.107061,-12.294833
261122205,-9.186097,-10.75244,-12.105626
261122214,-9.830358,-11.138039,-11.327245
261122224,-9.471105,-10.962005,-9.0004835
261122234,-9.541758,-10.977572,-8.207732
261122244,-9.244776,-9.280701,-7.4389305
261122254,-8.982521,-8.509504,-7.012617
261122264,-8.074808,-7.3838453,-5.533693
261122274,-7.6784325,-6.7108445,-3.2153137
261122284,-7.486831,-6.3204565,-1.6046631
261122294,-7.8963795,-6.6246243,-0.81670165
261122303,-8.60291,-8.604108,0.31494507
261122313,-6.7120423,-7.7766285,1.4489868
261122323,-5.9468336,-5.9444385,1.8824854
261122339,-5.1037865,-4.4487486,3.3662
