107243431
207887810,1,3,-2.7842102,-1.2933105,10.025552
207887820,1,3,-2.9782069,-1.3723462,9.993219
207887829,1,3,-3.0105395,-1.0214758,9.863888
207887839,1,3,-3.0883777,-0.9316626,9.818382
207887849,1,3,-3.0476623,-0.7580237,9.663904
207887859,1,3,-3.1434631,-0.66821045,9.968071
207887869,1,3,-3.2680042,-0.8693921,9.950109
207887879,1,3,-3.4560132,-1.1999048,10.15129
207887889,1,3,-3.8164637,-1.4178516,10.323731
207887898,1,3,-3.9002893,-1.4453943,10.345287
207887908,1,3,-4.1361985,-1.5244299,10.3931875
207887918,1,3,-4.5768824,-1.5783179,10.333312
207887928,1,3,-4.8008165,-1.4178516,10.032737
207887938,1,3,-4.934938,-1.1663746,9.799222
207887948,1,3,-4.9852333,-1.4166541,9.687854
207887957,1,3,-5.586383,-2.0633094,9.587263
207887967,1,3,-6.018684,-2.6680517,9.684261
207887977,1,3,-6.0474243,-3.3398547,9.77168
207887987,1,3,-6.0007215,-3.441643,10.071057
207887997,1,3,-6.009104,-3.359015,9.963282
207888007,1,3,-6.2498035,-3.0692174,9.709409
207888017,1,3,-5.80433,-3.0081446,9.360934
207888026,1,3,-5.7684045,-2.8512707,9.17532
207888036,1,3,-5.430707,-2.7470875,9.832752
207888046,1,3,-6.1228676,-1.719624,8.242459
207888056,1,3,-4.982838,-1.045426,8.056846
207888066,1,3,-4.127816,-0.7364685,7.4461155
207888076,1,3,-4.691843,-0.43110353,7.1994286
207888085,1,3,-5.0582814,-0.6011499,7.132368
207888095,1,3,-4.9696655,-0.98195803,7.123986
207888105,1,3,-4.660708,-0.9735754,7.085665
207888115,1,3,-4.508624,-1.0059083,6.981482
207888125,1,3,-4.6247826,-1.3364209,6.957532
207888135,1,3,-4.677473,-1.4274316,7.094048
207888145,1,3,-4.622388,-1.5819104,7.1311707
207888154,1,3,-4.5517344,-1.5016773,7.1587133
207888164,1,3,-4.487069,-1.5208374,7.085665
207888174,1,3,-4.357738,-1.4885046,6.991062
207888184,1,3,-4.2499623,-1.3100756,6.7850904
207888194,1,3,-4.120631,-1.2070899,6.638994
207888204,1,3,-3.8236487,-1.3663586,6.6581545
207888213,1,3,-3.8655615,-1.4717395,6.7767076
207888223,1,3,-3.8152661,-1.5890955,6.9216065
207888233,1,3,-3.8583765,-1.9172131,6.979087
207888243,1,3,-3.6799476,-2.5602758,6.9754944
207888253,1,3,-3.7266505,-2.7267296,6.8964586
207888263,1,3,-3.6308496,-2.7147546,6.8820887
207888273,1,3,-3.5889368,-2.8369007,6.852151
207888282,1,3,-3.3889527,-3.2308815,7.0653076
207888292,1,3,-3.1889684,-3.4548156,7.501201
207888302,1,3,-3.1554382,-3.493136,7.4401283
207888312,1,3,-2.699187,-3.436853,7.8245287
207888322,1,3,-2.0968397,-4.181704,7.747888
207888332,1,3,-1.7866845,-5.0846267,7.932305
207888341,1,3,-1.7315991,-5.277426,7.6951976
207888351,1,3,-1.5615528,-5.221143,8.04487
207888361,1,3,-0.9939331,-5.3971767,8.264015
207888371,1,3,-0.7879614,-5.253475,8.509504
207888381,1,3,-0.9939331,-5.0558863,8.55501
207888391,1,3,-1.0238708,-5.0175657,8.698711
207888401,1,3,-0.7867639,-5.5456676,8.813672
207888410,1,3,-0.8454419,-5.7348742,8.946595
207888420,1,3,-0.9939331,-5.4067564,8.8388195
207888430,1,3,-1.0645862,-4.9924183,8.769364
207888440,1,3,-1.3280383,-4.5768824,8.5011215
207888450,1,3,-1.0861413,-4.174519,8.0017605
207888460,1,3,-1.1352392,-4.4415636,7.677235
207888469,1,3,-1.1771522,-5.095404,7.5658665
207888479,1,3,-1.4849122,-5.718109,7.4784484
207888489,1,3,-1.7747095,-5.892946,7.4461155
207888499,1,3,-1.6346009,-6.085745,7.3922276
207888509,1,3,-1.773512,-6.7264123,7.6377172
207888519,1,3,-1.9507434,-7.1287756,7.8987746
207888529,1,3,-2.0190015,-7.010222,7.8712316
207888538,1,3,-2.1627026,-6.581514,7.5526943
207888548,1,3,-1.8309925,-6.5922914,7.6245446
207888558,1,3,-1.7974621,-6.7623377,7.4712634
207888568,1,3,-1.8705102,-6.771918,7.276069
207888578,1,3,-2.032174,-6.526428,6.9431615
207888588,1,3,-1.9579284,-6.319259,6.779103
207888598,1,3,-2.0513341,-6.3935046,6.5851064
207888607,1,3,-2.2441332,-6.546786,6.5946865
207888617,1,3,-2.7446923,-6.2641735,6.333629
207888627,1,3,-2.8764184,-6.2545934,6.1276574
207888637,1,3,-2.8201356,-6.1228676,6.051017
207888647,1,3,-2.9913795,-5.7588243,5.894143
207888657,1,3,-3.0416749,-5.237908,5.898933
207888666,1,3,-2.957849,-5.095404,5.932463
207888676,1,3,-3.0165272,-4.815187,5.982759
207888686,1,3,-2.9087512,-4.301455,5.886958
207888696,1,3,-2.9722192,-4.0978785,5.7995396
207888706,1,3,-2.9147387,-4.1637416,5.85223
